Survived,Pclass,Parch,Fare,has_cabin,Sex_male,Embarked_Q,Embarked_S,IsAlone,AgeGroup,Title
1,3,0,7.8542,0,True,False,True,1,2,0
1,2,0,10.5,0,True,False,True,1,3,0
1,1,0,51.4792,1,False,False,True,0,3,2
1,1,0,26.3875,1,True,False,True,1,3,0
1,3,0,7.75,0,False,True,False,1,2,1
0,3,0,8.05,0,True,False,True,1,1,0
0,3,0,14.5,0,True,False,True,1,2,0
1,2,0,13.0,0,False,False,True,1,2,1
1,1,0,55.9,1,False,False,True,0,3,2
0,3,0,14.4583,0,False,False,False,0,2,2
1,3,0,7.925,0,True,False,True,1,2,0
1,2,0,30.0,0,False,False,True,0,2,1
1,1,0,65.6563,1,False,False,False,0,3,2
0,2,0,26.0,0,True,False,True,1,3,0
0,1,0,40.125,1,True,False,False,1,3,0
0,3,0,8.7125,0,True,False,False,1,2,0
1,1,0,65.6563,1,False,False,True,1,1,1
0,2,0,15.0,0,True,False,True,1,3,0
1,1,0,65.6563,1,True,False,False,0,3,0
0,3,0,8.05,0,True,False,True,1,2,0
0,3,0,8.05,0,True,False,True,1,2,0
0,3,0,7.125,0,True,False,True,1,2,0
1,1,0,65.6563,1,False,False,False,0,3,2
0,3,0,7.25,0,True,False,True,1,3,0
0,3,0,7.75,0,False,True,False,1,2,1
0,2,0,26.0,0,True,False,True,0,3,0
0,3,0,24.15,0,True,False,True,0,3,0
1,2,0,33.0,0,False,False,True,1,2,1
0,3,0,0.0,0,True,False,True,1,3,0
0,3,0,7.225,0,True,False,False,1,2,0
1,1,0,56.9292,1,True,False,False,0,3,4
1,2,0,27.0,0,False,False,True,0,2,2
0,3,0,7.8958,0,True,False,True,1,2,0
0,1,0,42.4,0,True,False,True,1,3,0
0,3,0,8.05,0,True,False,True,1,3,0
1,1,0,26.55,0,True,False,False,1,2,0
0,3,0,15.55,0,True,False,True,0,3,0
0,3,0,7.8958,0,True,False,True,1,2,0
1,1,0,30.5,0,True,False,True,1,2,0
1,2,0,41.5792,0,False,False,False,0,2,2
1,1,0,65.6563,1,False,False,True,1,3,1
0,3,0,31.275,0,False,False,True,0,3,2
0,3,0,7.05,0,True,False,True,1,2,0
1,3,0,15.5,0,False,True,False,0,2,1
0,3,0,7.75,0,True,True,False,1,2,0
0,3,0,8.05,0,True,False,True,1,2,0
1,2,0,65.0,0,False,False,True,0,2,1
0,3,0,14.4,0,True,False,True,0,2,0
0,3,0,16.1,0,False,False,True,0,2,2
1,2,0,39.0,1,False,False,True,0,0,1
0,2,0,10.5,0,True,False,True,1,2,0
0,3,0,14.4542,0,True,False,False,0,2,0
1,1,0,52.5542,1,True,False,True,0,3,0
1,3,0,15.7417,0,True,False,False,0,2,0
0,3,0,7.8542,0,True,False,True,1,2,0
0,3,0,16.1,0,True,False,True,1,2,0
0,1,0,32.3208,1,True,False,True,1,3,0
0,2,0,12.35,0,True,True,False,1,3,4
1,1,0,65.6563,1,False,False,True,1,2,1
0,3,0,7.8958,0,True,False,True,1,2,0
0,3,0,7.7333,0,True,True,False,1,2,0
1,1,0,30.0,1,True,False,True,1,3,0
0,3,0,7.0542,0,True,False,True,1,3,0
1,1,0,30.5,1,True,False,False,1,2,4
0,1,0,0.0,0,True,False,True,1,3,0
0,3,0,27.9,0,False,False,True,0,0,1
1,2,0,13.0,0,False,False,True,1,2,1
0,3,0,7.925,0,True,False,True,1,2,0
0,2,0,26.25,0,True,False,True,0,2,0
0,3,0,39.6875,0,False,False,True,1,3,2
0,3,0,16.1,0,True,False,True,0,2,0
0,3,0,7.8542,0,True,False,True,1,2,0
1,1,0,65.6563,1,False,False,False,1,2,1
0,3,0,27.9,0,False,False,True,0,0,1
1,3,0,56.4958,0,True,False,True,1,2,0
1,3,0,19.2583,0,False,False,False,0,0,1
1,1,0,65.6563,1,True,False,False,0,3,0
0,3,0,7.8958,0,True,False,True,1,2,0
1,1,0,35.5,1,True,False,False,1,3,4
0,3,0,7.55,0,True,False,True,1,2,0
1,3,0,7.55,0,False,False,True,1,2,1
0,3,0,7.8958,0,True,False,True,1,2,0
1,2,0,23.0,0,False,False,True,1,1,1
0,3,0,8.4333,0,True,False,True,1,2,0
1,3,0,7.8292,0,False,True,False,1,2,1
0,3,0,6.75,0,False,True,False,1,1,1
0,2,0,65.6563,0,True,False,True,0,2,0
0,3,0,7.8958,0,True,False,True,1,2,0
0,3,0,15.5,0,False,True,False,0,2,2
0,2,0,13.0,0,True,False,True,1,2,0
0,1,0,65.6563,1,True,False,False,1,3,0
1,1,0,65.6563,0,True,False,True,0,3,4
0,3,0,7.225,0,True,False,False,1,3,0
0,1,0,25.5875,1,True,False,True,1,3,0
0,3,0,7.4958,0,True,False,True,1,3,0
1,3,0,7.925,0,True,False,True,0,2,0
0,2,0,65.6563,0,True,False,True,0,2,0
0,2,0,13.0,0,True,False,True,1,2,0
0,3,0,7.775,0,True,False,True,1,2,0
0,3,0,8.05,0,True,False,True,1,3,0
1,1,0,52.0,1,False,False,True,0,2,2
1,2,0,39.0,0,False,False,True,0,3,2
0,1,0,52.0,1,True,False,True,0,2,0
0,2,0,10.5,0,True,False,True,1,3,0
1,2,0,13.0,0,True,False,True,1,2,0
0,2,0,0.0,0,True,False,True,1,2,0
0,3,0,7.775,0,True,False,True,1,1,0
0,3,0,8.05,0,True,False,True,1,2,0
1,3,0,9.8417,0,False,False,True,1,1,1
0,3,0,46.9,0,False,False,True,0,3,2
1,1,0,65.6563,1,True,False,False,1,3,0
0,3,0,8.1375,0,False,True,False,1,2,1
1,1,0,65.6563,1,True,False,False,1,2,0
0,3,0,9.225,0,True,False,True,1,2,0
0,3,0,46.9,0,True,False,True,0,1,0
0,2,0,39.0,0,True,False,True,0,3,0
0,2,0,41.5792,0,True,False,False,0,2,0
0,3,0,39.6875,0,True,False,True,0,1,0
0,3,0,10.1708,0,True,False,True,1,2,0
0,3,0,7.7958,0,True,False,True,1,1,0
1,1,0,65.6563,1,False,False,True,1,1,1
1,1,0,57.0,1,True,False,True,0,2,0
1,3,0,13.4167,0,False,False,False,1,0,1
1,3,0,56.4958,0,True,False,True,1,2,0
0,3,0,7.225,0,True,False,False,1,2,0
0,1,0,26.55,0,True,False,True,1,3,4
0,2,0,13.5,0,True,False,True,1,3,0
0,3,0,8.05,0,True,False,True,1,3,0
1,3,0,7.7333,0,False,True,False,1,2,1
0,1,0,65.6563,1,True,False,False,0,3,0
0,3,0,7.65,1,True,False,True,1,3,0
1,1,0,65.6563,1,False,False,False,0,1,2
1,1,0,26.2875,1,True,False,True,1,2,0
0,3,0,14.4542,0,False,False,False,1,1,1
0,3,0,7.7417,0,True,True,False,1,2,0
0,3,0,7.8542,0,True,False,True,0,2,0
0,2,0,26.0,0,True,False,True,1,3,0
1,2,0,13.5,0,False,False,True,1,3,2
1,1,0,26.2875,1,True,False,True,1,3,0
1,1,0,65.6563,0,False,False,True,1,2,1
1,3,0,15.2458,0,True,False,False,0,2,3
1,1,0,49.5042,1,False,False,False,1,2,1
0,1,0,26.55,1,True,False,True,1,3,0
1,1,0,52.0,1,True,False,True,0,3,0
0,3,0,9.4833,0,True,False,True,1,2,0
0,2,0,13.0,0,True,False,True,1,3,0
0,3,0,7.65,1,True,False,True,1,2,0
1,1,0,65.6563,1,False,False,False,1,3,1
1,2,0,10.5,1,False,False,True,1,2,1
0,3,0,15.5,0,True,True,False,1,2,0
0,3,0,7.775,0,True,False,True,1,2,0
1,2,0,33.0,0,False,False,True,1,0,1
0,3,0,7.0542,0,True,False,True,0,1,0
0,2,0,13.0,0,True,False,True,1,2,0
0,2,0,13.0,0,True,False,True,1,3,0
1,1,0,53.1,1,True,False,True,0,2,0
0,3,0,8.6625,0,True,False,True,1,2,0
1,2,0,21.0,0,False,False,True,0,2,2
1,3,0,7.7375,0,False,True,False,1,2,1
0,2,0,26.0,0,True,False,True,0,2,0
0,3,0,7.925,0,False,False,True,0,2,1
1,1,0,65.6563,1,False,False,True,1,2,1
0,3,0,18.7875,0,True,False,False,1,0,0
0,2,0,0.0,0,True,False,True,1,2,0
0,2,0,13.0,0,True,False,True,1,2,0
0,2,0,13.0,0,True,False,True,1,2,0
0,3,0,16.1,0,True,False,True,1,2,0
0,3,0,34.375,0,False,False,True,0,3,2
1,1,0,65.6563,1,True,False,False,1,2,0
0,3,0,7.8958,0,True,False,True,1,2,0
0,3,0,7.8958,0,True,False,True,1,2,0
1,1,0,30.0,1,True,False,True,1,3,0
0,1,0,65.6563,1,True,False,True,0,3,0
1,1,0,65.6563,1,False,False,False,0,2,1
0,3,0,16.1,0,True,False,True,0,2,0
1,3,0,7.925,0,True,False,True,1,2,0
0,1,0,65.6563,1,True,False,True,0,3,4
0,3,0,20.25,0,True,False,True,0,1,0
1,2,0,13.0,0,False,False,True,1,2,1
0,1,0,53.1,1,True,False,True,0,2,0
0,3,0,7.75,0,True,True,False,1,2,0
1,2,0,23.0,0,False,False,True,0,0,1
1,3,0,12.475,1,True,False,True,1,0,3
0,3,0,9.5,0,True,False,True,1,2,0
0,3,0,7.8958,0,True,False,True,1,2,0
1,2,0,65.0,0,False,False,True,0,3,2
1,2,0,14.5,0,True,False,True,0,0,3
0,3,0,7.7958,0,True,False,True,1,2,0
0,2,0,11.5,0,True,False,True,1,1,0
0,3,0,8.05,0,True,False,True,1,2,0
1,1,0,65.6563,1,False,False,True,1,2,4
0,3,0,14.5,0,True,False,True,1,2,0
0,3,0,7.125,0,True,False,True,1,3,0
1,3,0,7.2292,0,True,False,False,1,2,0
1,1,0,65.6563,1,False,False,True,0,3,2
0,3,0,7.775,0,True,False,True,1,1,0
1,1,0,65.6563,1,False,False,True,0,3,2
0,1,0,39.6,0,True,False,False,1,3,4
0,3,0,7.75,0,False,True,False,1,2,1
0,3,0,24.15,0,True,True,False,0,2,0
0,3,0,8.3625,0,True,False,True,1,2,0
0,3,0,9.5,0,True,False,True,1,2,0
0,3,0,7.8542,0,True,False,True,1,3,0
0,2,0,10.5,1,False,False,True,1,3,2
0,3,0,7.225,0,True,False,False,1,2,0
1,2,0,23.0,0,False,False,True,0,3,2
0,3,0,7.75,0,True,False,True,1,1,0
0,3,0,7.75,1,True,True,False,1,2,0
1,3,0,12.475,0,False,False,True,1,0,1
0,3,0,7.7375,0,True,True,False,1,2,0
1,1,0,65.6563,1,False,False,True,1,3,2
1,3,0,7.2292,0,False,False,False,1,1,1
1,1,0,57.0,1,False,False,True,0,1,2
0,1,0,30.0,1,True,False,True,1,2,0
0,3,0,23.45,0,True,False,True,0,2,0
0,3,0,7.05,0,True,False,True,1,2,0
0,3,0,7.25,0,True,False,True,1,2,0
1,3,0,7.4958,0,False,False,True,1,1,1
0,3,0,29.125,0,True,True,False,0,0,3
1,3,0,20.575,0,True,False,True,0,0,3
0,1,0,65.6563,1,True,False,False,1,3,0
0,3,0,7.75,0,True,True,False,1,2,0
0,2,0,26.0,0,True,False,True,1,1,0
0,3,0,65.6563,0,False,False,True,0,2,1
0,1,0,30.6958,0,True,False,False,1,3,0
0,3,0,7.8958,0,True,False,True,1,2,0
0,2,0,13.0,0,True,False,True,1,3,0
1,1,0,25.9292,1,False,False,True,1,3,4
1,3,0,8.6833,0,False,False,True,1,2,2
0,3,0,7.2292,0,True,False,False,1,2,0
0,3,0,24.15,0,False,False,True,0,2,2
0,2,0,13.0,0,True,False,True,1,2,0
1,2,0,26.25,0,False,False,True,0,2,2
1,1,0,65.6563,1,True,False,True,0,0,3
1,3,0,8.5167,0,True,False,False,1,0,3
1,3,0,6.975,0,True,False,True,1,2,0
0,3,0,7.775,0,True,False,True,1,2,0
0,1,0,0.0,1,True,False,True,1,3,0
0,3,0,7.775,0,False,False,True,1,1,1
0,2,0,13.0,0,True,False,True,1,3,0
1,1,0,53.1,1,False,False,True,0,2,2
0,3,0,7.8875,0,True,False,True,1,2,0
0,3,0,24.15,0,True,False,True,1,3,0
0,2,0,10.5,0,True,False,True,1,2,0
0,3,0,31.275,0,False,False,True,0,0,1
0,3,0,8.05,0,True,False,True,1,2,0
0,1,0,0.0,1,True,False,True,1,3,0
0,3,0,7.925,0,False,False,True,1,2,1
0,2,0,37.0042,0,True,False,False,0,2,0
0,3,0,6.45,0,True,False,True,1,3,0
0,3,0,27.9,0,True,False,True,0,0,3
1,1,0,65.6563,1,False,False,True,0,3,2
1,3,0,8.6625,0,True,False,True,1,2,0
0,1,0,0.0,0,True,False,True,1,3,4
1,3,0,12.475,1,False,False,True,1,2,2
0,3,0,39.6875,0,True,False,True,0,0,3
0,3,0,6.95,0,True,True,False,1,2,0
0,3,0,56.4958,0,True,False,True,1,2,0
1,2,0,37.0042,0,True,False,False,1,0,3
1,3,0,7.75,0,True,True,False,1,2,0
1,3,0,14.4542,0,False,False,False,0,1,2
1,2,0,18.75,0,True,False,True,0,0,3
0,3,0,7.2292,0,True,False,False,1,2,0
0,3,0,7.8542,0,True,False,True,1,2,0
0,3,0,8.3,0,True,False,True,1,1,0
1,1,0,65.6563,1,False,False,False,0,3,1
0,3,0,8.6625,0,True,False,True,1,2,0
0,3,0,8.05,0,True,False,True,1,2,0
1,3,0,56.4958,0,True,False,True,1,2,0
1,1,0,29.7,1,True,False,False,1,3,0
0,3,0,7.925,0,True,False,True,1,2,0
0,2,0,10.5,0,True,False,True,1,1,0
1,1,0,31.0,0,False,False,False,1,2,1
0,3,0,6.4375,0,True,False,False,1,2,0
0,3,0,8.6625,0,True,False,True,1,1,0
0,3,0,7.55,0,True,False,True,1,3,0
0,3,0,65.6563,0,True,False,True,0,2,0
0,3,0,7.8958,0,True,False,False,1,2,0
0,2,0,33.0,0,True,False,True,1,2,4
1,1,0,65.6563,1,False,False,False,0,2,2
0,3,0,31.275,0,True,False,True,0,0,3
0,3,0,7.775,0,True,False,True,1,3,0
0,3,0,15.2458,0,False,False,False,0,0,1
1,1,0,39.4,1,False,False,True,1,1,1
0,2,0,26.0,0,False,False,True,0,3,2
1,3,0,9.35,0,False,False,True,1,1,2
1,1,0,65.6563,0,False,False,True,0,3,2
1,1,0,26.55,1,True,False,True,1,3,0
1,3,0,19.2583,0,False,False,False,1,2,2
0,3,0,7.2292,0,True,False,False,1,2,0
0,3,0,14.1083,0,True,False,True,0,3,0
0,2,0,11.5,0,True,False,True,0,2,0
1,1,0,25.9292,1,False,False,True,1,3,2
0,3,0,65.6563,0,False,False,True,0,2,1
0,2,0,13.0,0,True,False,True,1,2,0
1,2,0,13.0,0,False,False,True,1,3,2
1,2,0,13.8583,0,False,False,False,0,2,1
0,1,0,50.4958,1,True,False,True,1,2,0
0,3,0,9.5,0,True,False,True,1,2,0
1,3,0,11.1333,0,True,False,True,0,0,3
0,3,0,7.8958,0,True,False,True,1,2,0
1,1,0,52.5542,1,False,False,True,0,3,2
0,1,0,5.0,1,True,False,True,1,2,0
0,3,0,9.0,0,True,False,True,1,3,0
1,2,0,24.0,0,False,False,False,0,2,2
1,3,0,7.225,0,False,False,False,1,1,1
0,3,0,9.8458,0,True,False,True,1,2,0
0,3,0,7.8958,0,True,False,True,1,2,0
0,3,0,7.8958,0,True,False,True,1,2,0
1,1,0,65.6563,1,False,False,False,1,3,2
1,2,0,26.0,0,False,False,True,1,2,2
0,3,0,7.8958,0,True,False,True,1,2,0
0,3,0,10.5167,0,False,False,True,1,2,1
0,2,0,10.5,0,True,False,True,1,2,0
0,3,0,7.05,0,True,False,True,1,2,0
0,3,0,29.125,0,False,True,False,1,3,2
0,2,0,13.0,0,True,False,True,1,2,4
1,1,0,30.0,1,False,False,True,1,2,1
0,3,0,23.45,0,False,False,True,0,2,1
1,1,0,30.0,1,True,False,False,1,2,0
0,3,0,7.75,0,True,True,False,1,2,0
